_id,broadcast_score,collab_score,country,engagement,followers,creator_id,median_views,name,price,category,followers_num,engagement_num,median_views_num,price_num,broadcast_score_num,collab_score_num,category_list,n_categories,followers_num_missing,engagement_num_missing,median_views_num_missing,price_num_missing,broadcast_score_num_missing,collab_score_num_missing,followers_num_log1p,median_views_num_log1p,price_num_log1p,followers_num_outlier_iqr,engagement_num_outlier_iqr,median_views_num_outlier_iqr,price_num_outlier_iqr,price_tier,size_tier,category_group_list,primary_category_group,is_usable_for_clustering,sampling_stratum
maitrithuc2020,95.8,80.6,Unknown,9.41%,2M,maitrithuc2020,845.6K,Mai Trí Thức,Thỏa thuận/Chưa đặt,Comedy,2000000.0,9.41,845600.0,,95.8,80.6,['Comedy'],1,0,0,0,1,0,0,14.508658238524095,13.647802896129708,,True,False,True,False,missing,MACRO,['Entertainment'],Entertainment,True,macro | missing | Entertainment
mikeden,95.8,81.5,Unknown,6.91%,4.1M,mikeden,229.5K,Mike Đen,"2,700,000 VND","Non-video Games, Games, Video Games, Apps, Household Products",4099999.9999999995,6.91,229500.0,2700000.0,95.8,81.5,"['Non-video Games', 'Games', 'Video Games', 'Apps', 'Household Products']",5,0,0,0,0,0,0,15.226497775576945,12.343662665771719,14.80876270134486,True,False,True,False,mid,MACRO,"['Others', 'Knowledge / Tech']",Others,True,macro | mid | Others
dntminh,92.3,76.9,Unknown,13.47%,2.6M,dntminh,670.1K,Vitamin Mèo,Thỏa thuận/Chưa đặt,"Pet Tips & Care, Appliances, Pets, Health",2600000.0,13.47,670100.0,,92.3,76.9,"['Pet Tips & Care', 'Appliances', 'Pets', 'Health']",4,0,0,0,1,0,0,14.77102238760702,13.415183726274728,,True,False,True,False,missing,MACRO,['Others'],Others,True,macro | missing | Others
hoangvinhhh,94.4,78.6,Unknown,6.83%,12.4M,hoangvinhhh,598.7K,Nguyễn Hoàng Vinh,"13,155,000 VND","News & Entertainment, Lip Syncing",12400000.0,6.83,598700.0,13155000.0,94.4,78.6,"['News & Entertainment', 'Lip Syncing']",2,0,0,0,0,0,0,16.333207111220425,13.302517587197668,16.39231254847325,True,False,True,True,high,MACRO,['Entertainment'],Entertainment,True,macro | high | Entertainment
theanh28gaming,91.8,85.7,Unknown,4.19%,2.6M,theanh28gaming,23.1K,Theanh28 Gaming,Thỏa thuận/Chưa đặt,"Social News & Events, Shooting Games, Games, Video Games, Life Services, Wig & Hair Styling, Beauty & Personal Care",2600000.0,4.19,23100.0,,91.8,85.7,"['Social News & Events', 'Shooting Games', 'Games', 'Video Games', 'Life Services', 'Wig & Hair Styling', 'Beauty & Personal Care']",7,0,0,0,1,0,0,14.77102238760702,10.047631185616188,,True,False,False,False,missing,MACRO,"['Others', 'Knowledge / Tech', 'Beauty & Fashion']",Others,True,macro | missing | Others
bongtim96,90.2,76.5,Unknown,8.77%,6.4M,bongtim96,751.6K,Bông Tím,Thỏa thuận/Chưa đặt,"Food & Beverage, Comedy, Daily Life, News & Entertainment, E-Commerce (Non-app)",6400000.0,8.77,751600.0,,90.2,76.5,"['Food & Beverage', 'Comedy', 'Daily Life', 'News & Entertainment', 'E-Commerce (Non-app)']",5,0,0,0,1,0,0,15.671808704579888,13.529960877015506,,True,False,True,False,missing,MACRO,"['Others', 'Entertainment', 'Lifestyle']",Others,True,macro | missing | Others
ninhanh01,94.4,77.7,Unknown,8.79%,2.5M,ninhanh01,621.6K,Ninh Anh,"9,000,000 VND","Dance, Lip Syncing",2500000.0,8.79,621600.0,9000000.0,94.4,77.7,"['Dance', 'Lip Syncing']",2,0,0,0,0,0,0,14.731801689838349,13.34005368678589,16.012735246411598,True,False,True,False,high,MACRO,['Entertainment'],Entertainment,True,macro | high | Entertainment
thelyricsconnection,N/A,74.7,Unknown,7.95%,2M,thelyricsconnection,402.4K,The Lyrics Connection,Thỏa thuận/Chưa đặt,Music,2000000.0,7.95,402400.0,,,74.7,['Music'],1,0,0,0,1,1,0,14.508658238524095,12.905204382854041,,True,False,True,False,missing,MACRO,['Entertainment'],Entertainment,True,macro | missing | Entertainment
vinhthichanngon,95.1,81,Unknown,7.41%,2M,vinhthichanngon,111.7K,Vĩnh Thích Ăn Ngon,Thỏa thuận/Chưa đặt,"Travel, Restaurant Exploration, Daily Life, Food & Beverage",2000000.0,7.41,111700.0,,95.1,81.0,"['Travel', 'Restaurant Exploration', 'Daily Life', 'Food & Beverage']",4,0,0,0,1,0,0,14.508658238524095,11.623580937568695,,True,False,False,False,missing,MACRO,"['Others', 'Lifestyle']",Others,True,macro | missing | Others
tin_nguyen_9,91.6,79.4,Unknown,5.43%,5.5M,tin_nguyen_9,334.5K,Tín Nguyễn,Thỏa thuận/Chưa đặt,"Daily Life, Skincare, News & Entertainment, Beauty & Personal Care",5500000.0,5.43,334500.0,,91.6,79.4,"['Daily Life', 'Skincare', 'News & Entertainment', 'Beauty & Personal Care']",4,0,0,0,1,0,0,15.520258832020865,12.720395148082574,,True,False,True,False,missing,MACRO,"['Lifestyle', 'Others', 'Entertainment', 'Beauty & Fashion']",Lifestyle,True,macro | missing | Lifestyle
mamtv.31,94.4,80.2,Unknown,6.84%,2.5M,mamtv.31,471.6K,MắmTiZii✨,Thỏa thuận/Chưa đặt,"Travel, Video Games, Animation & Cosplay, News & Entertainment",2500000.0,6.84,471600.0,,94.4,80.2,"['Travel', 'Video Games', 'Animation & Cosplay', 'News & Entertainment']",4,0,0,0,1,0,0,14.731801689838349,13.063888568084156,,True,False,True,False,missing,MACRO,"['Others', 'Knowledge / Tech', 'Entertainment']",Others,True,macro | missing | Others
iamsarajoe,98.6,77.6,Unknown,9.65%,3.4M,iamsarajoe,953.2K,sara joe,"4,412,543 VND","Lip Syncing, Cosmetics, Dance, Beauty & Personal Care",3400000.0,9.65,953200.0,4412543.0,98.6,77.6,"['Lip Syncing', 'Cosmetics', 'Dance', 'Beauty & Personal Care']",4,0,0,0,0,0,0,15.039286283703994,13.76758107330395,15.299961951845361,True,False,True,False,high,MACRO,"['Entertainment', 'Others', 'Beauty & Fashion']",Entertainment,True,macro | high | Entertainment
gonpinkk,N/A,82.2,Unknown,6.24%,3.3M,gonpinkk,86.1K,Gon Pink,"15,000,000 VND","Beauty Tutorials & Tips, Skincare, Skits, Daily Life, News & Entertainment, Apparel & Accessories, Beauty & Personal Care",3300000.0,6.24,86100.0,15000000.0,,82.2,"['Beauty Tutorials & Tips', 'Skincare', 'Skits', 'Daily Life', 'News & Entertainment', 'Apparel & Accessories', 'Beauty & Personal Care']",7,0,0,0,0,1,0,15.009433329466965,11.363276304750233,16.52356082573315,True,False,False,True,high,MACRO,"['Beauty & Fashion', 'Others', 'Lifestyle', 'Entertainment']",Beauty & Fashion,True,macro | high | Beauty & Fashion
tuankiet.2000,94.4,79.6,Unknown,6.96%,10.1M,tuankiet.2000,749.3K,Kiệt Hà Tịnh,Thỏa thuận/Chưa đặt,"Fragrances & Perfumes, Lip Syncing, Comedy, News & Entertainment, Dance, Household Products, Beauty & Personal Care",10100000.0,6.96,749300.0,,94.4,79.6,"['Fragrances & Perfumes', 'Lip Syncing', 'Comedy', 'News & Entertainment', 'Dance', 'Household Products', 'Beauty & Personal Care']",7,0,0,0,1,0,0,16.128046080821385,13.526896050930452,,True,False,True,False,missing,MACRO,"['Others', 'Entertainment', 'Beauty & Fashion']",Others,True,macro | missing | Others
hphuoc.2003,94.4,79.2,Unknown,6.23%,2.4M,hphuoc.2003,270.1K,Hồng Phước 🐰 🥕,Thỏa thuận/Chưa đặt,"Dance, Lip Syncing",2400000.0,6.23,270100.0,,94.4,79.2,"['Dance', 'Lip Syncing']",2,0,0,0,1,0,0,14.690979711984754,12.506551242106323,,True,False,True,False,missing,MACRO,['Entertainment'],Entertainment,True,macro | missing | Entertainment
catbaby0,97.2,92.9,Unknown,6.42%,3.8M,catbaby0,758K,CatĐángYêu❀,"20,000,000 VND","Games, Video Games",3800000.0,6.42,758000.0,20000000.0,97.2,92.9,"['Games', 'Video Games']",2,0,0,0,0,0,0,15.150511887854474,13.538439983884853,16.811242881518265,True,False,True,True,high,MACRO,"['Others', 'Knowledge / Tech']",Others,True,macro | high | Others
lhdieu,93.7,78.5,Unknown,7.45%,3M,lhdieu,399.9K,Lê Huyền Diệu,Thỏa thuận/Chưa đặt,"Beauty Tutorials & Tips, Skincare, Lip Syncing, Health, Apparel & Accessories, Beauty & Personal Care",3000000.0,7.45,399900.0,,93.7,78.5,"['Beauty Tutorials & Tips', 'Skincare', 'Lip Syncing', 'Health', 'Apparel & Accessories', 'Beauty & Personal Care']",6,0,0,0,1,0,0,14.914123179965662,12.89897229545694,,True,False,True,False,missing,MACRO,"['Beauty & Fashion', 'Others', 'Entertainment']",Beauty & Fashion,True,macro | missing | Beauty & Fashion
quynhsanhdieu,97.2,85.1,Unknown,5.29%,2.1M,quynhsanhdieu,343.8K,Quỳnh Sành Điệu 👻,"7,000,000 VND","Toys & Collectibles, Business Services, Games, Daily Life, E-Commerce (Non-app)",2100000.0,5.29,343800.0,7000000.0,97.2,85.1,"['Toys & Collectibles', 'Business Services', 'Games', 'Daily Life', 'E-Commerce (Non-app)']",5,0,0,0,0,0,0,14.557448378884015,12.747818280594485,15.76142084987672,True,False,True,False,high,MACRO,"['Others', 'Lifestyle']",Others,True,macro | high | Others
__lyhan__,97.9,76.7,Unknown,11.93%,2.2M,__lyhan__,358.3K,LYHAN,Thỏa thuận/Chưa đặt,"Lip Syncing, Dance, News & Entertainment, Music",2200000.0,11.93,358300.0,,97.9,76.7,"['Lip Syncing', 'Dance', 'News & Entertainment', 'Music']",4,0,0,0,1,0,0,14.603968372873895,12.789128694246449,,True,False,True,False,missing,MACRO,['Entertainment'],Entertainment,True,macro | missing | Entertainment
yeah1.giaitri,N/A,75.9,Unknown,5.09%,2.5M,yeah1.giaitri,28.1K,YeaH1 Giải Trí,Thỏa thuận/Chưa đặt,Music,2500000.0,5.09,28100.0,,,75.9,['Music'],1,0,0,0,1,1,0,14.731801689838349,10.243560441877241,,True,False,False,False,missing,MACRO,['Entertainment'],Entertainment,True,macro | missing | Entertainment
thaodangyeuuu04,93,80.4,Unknown,5.17%,4.3M,thaodangyeuuu04,547.6K,NTヽMèoSợYêu❀,"18,000,000 VND","Video Games, Beauty & Personal Care, Haircare, Health",4300000.0,5.17,547600.0,18000000.0,93.0,80.4,"['Video Games', 'Beauty & Personal Care', 'Haircare', 'Health']",4,0,0,0,0,0,0,15.274125813221904,13.213302198545238,16.705882371415992,True,False,True,True,high,MACRO,"['Knowledge / Tech', 'Beauty & Fashion', 'Others']",Knowledge / Tech,True,macro | high | Knowledge / Tech
duyyy.real.channel,95.8,79.4,Unknown,5.11%,8.4M,duyyy.real.channel,754.1K,Ngô Đức Duy,Thỏa thuận/Chưa đặt,"Appliances, Tech Products & Tests, Daily Life, News & Entertainment, Wig & Hair Styling, Beauty & Personal Care",8400000.0,5.11,754100.0,,95.8,79.4,"['Appliances', 'Tech Products & Tests', 'Daily Life', 'News & Entertainment', 'Wig & Hair Styling', 'Beauty & Personal Care']",6,0,0,0,1,0,0,15.943742382861155,13.533281590273933,,True,False,True,False,missing,MACRO,"['Others', 'Knowledge / Tech', 'Lifestyle', 'Entertainment', 'Beauty & Fashion']",Others,True,macro | missing | Others
damduc.review,93,88.9,Unknown,3.09%,3.8M,damduc.review,109.4K,DamDuc,"26,310,000 VND","Other Beauty & Personal Care, Tech Products & Tests, DIY & Life Hacks, Daily Life, Life Services, Household Products, Beauty & Personal Care",3800000.0,3.09,109400.0,26310000.0,93.0,88.9,"['Other Beauty & Personal Care', 'Tech Products & Tests', 'DIY & Life Hacks', 'Daily Life', 'Life Services', 'Household Products', 'Beauty & Personal Care']",7,0,0,0,0,0,0,15.150511887854474,11.602775309696066,17.085459691024838,True,False,False,True,high,MACRO,"['Others', 'Knowledge / Tech', 'Lifestyle', 'Beauty & Fashion']",Others,True,macro | high | Others
williamjobe2,99.4,80.8,Unknown,8.46%,2.3M,williamjobe2,17.5K,William家伙🇨🇳,Thỏa thuận/Chưa đặt,"Fitness, Selfie",2300000.0,8.46,17500.0,,99.4,80.8,"['Fitness', 'Selfie']",2,0,0,0,1,0,0,14.648420115681892,9.770013301136158,,True,False,False,False,missing,MACRO,"['Others', 'Beauty & Fashion']",Others,True,macro | missing | Others
caimewgivay._,98.6,80.5,Unknown,17.07%,2.1M,caimewgivay._,9.5K,cái mew gì vậy?,Thỏa thuận/Chưa đặt,"Toys & Collectibles, Dance",2100000.0,17.07,9500.0,,98.6,80.5,"['Toys & Collectibles', 'Dance']",2,0,0,0,1,0,0,14.557448378884015,9.15915233520675,,True,True,False,False,missing,MACRO,"['Others', 'Entertainment']",Others,True,macro | missing | Others
davoslingo,97.9,79.6,Unknown,5.60%,4.2M,davoslingo,1.4M,Davo’s Lingo,"26,310,000 VND","Social News & Events, Household Products, Appliances, Humanities & Science",4200000.0,5.6,1400000.0,26310000.0,97.9,79.6,"['Social News & Events', 'Household Products', 'Appliances', 'Humanities & Science']",4,0,0,0,0,0,0,15.250595321348806,14.151983508870947,17.085459691024838,True,False,True,True,high,MACRO,['Others'],Others,True,macro | high | Others
_halinhtran_,93,77.9,Unknown,6.13%,2.5M,_halinhtran_,1.8M,Trần Hà Linh 🐰,"2,900,000 VND","Lip Syncing, Dance, Beauty Tutorials & Tips",2500000.0,6.13,1800000.0,2900000.0,93.0,77.9,"['Lip Syncing', 'Dance', 'Beauty Tutorials & Tips']",3,0,0,0,0,0,0,14.731801689838349,14.403297778421795,14.88022163978423,True,False,True,False,mid,MACRO,"['Entertainment', 'Beauty & Fashion']",Entertainment,True,macro | mid | Entertainment
duyen_158200,95.8,78.6,Unknown,5.75%,2.8M,duyen_158200,463.3K,Rùa👅,"1,315,500 VND","Other Beauty & Personal Care, Apparel & Accessories, Other Apparel & Accessories, E-Commerce (Non-app), Dance, Beauty & Personal Care",2800000.0,5.75,463300.0,1315500.0,95.8,78.6,"['Other Beauty & Personal Care', 'Apparel & Accessories', 'Other Apparel & Accessories', 'E-Commerce (Non-app)', 'Dance', 'Beauty & Personal Care']",6,0,0,0,0,0,0,14.845130332288226,13.046132229831075,14.089728139629432,True,False,True,False,mid,MACRO,"['Others', 'Beauty & Fashion', 'Entertainment']",Others,True,macro | mid | Others
womanvietnam.vn,N/A,76.1,Unknown,3.96%,3.2M,womanvietnam.vn,238.4K,Woman Vietnam,"1,000,000 VND","Social News & Events, Entertainment News",3200000.0,3.96,238400.0,1000000.0,,76.1,"['Social News & Events', 'Entertainment News']",2,0,0,0,0,1,0,14.978661680269907,12.381709408795407,13.815511557963774,True,False,True,False,mid,MACRO,['Others'],Others,True,macro | mid | Others
caonho,95.8,89.1,Unknown,7.53%,4.5M,caonho,389.8K,CÁO NHỎ,Thỏa thuận/Chưa đặt,"E-Commerce (Non-app), News & Entertainment, Comedy, Food & Beverage",4500000.0,7.53,389800.0,,95.8,89.1,"['E-Commerce (Non-app)', 'News & Entertainment', 'Comedy', 'Food & Beverage']",4,0,0,0,1,0,0,15.319588176962746,12.87339163147047,,True,False,True,False,missing,MACRO,"['Others', 'Entertainment']",Others,True,macro | missing | Others
tai2701,93.8,78.8,Unknown,6.88%,15.6M,tai2701,445.4K,Nguyễn Văn Tài,"30,000,000 VND","Skits, News & Entertainment, Love & Romantic Relationships, Lip Syncing",15600000.0,6.88,445400.0,30000000.0,93.8,78.8,"['Skits', 'News & Entertainment', 'Love & Romantic Relationships', 'Lip Syncing']",4,0,0,0,0,0,0,16.562781536322326,13.006730278975763,17.216707972959764,True,False,True,True,high,MACRO,"['Others', 'Entertainment', 'Lifestyle']",Others,True,macro | high | Others
hoanglananh31,93,77.8,Unknown,6.28%,3.8M,hoanglananh31,733.7K,Hoàng Lan Anh,Thỏa thuận/Chưa đặt,"Lip Syncing, Dance, Beauty Tutorials & Tips",3800000.0,6.28,733700.0,,93.0,77.8,"['Lip Syncing', 'Dance', 'Beauty Tutorials & Tips']",3,0,0,0,1,0,0,15.150511887854474,13.505856867656043,,True,False,True,False,missing,MACRO,"['Entertainment', 'Beauty & Fashion']",Entertainment,True,macro | missing | Entertainment
bequynhff21.2,95.8,89.9,Unknown,5.47%,3.1M,bequynhff21.2,846.1K,Bé Quỳnh FF🐰,"15,000,000 VND",Video Games,3100000.0,5.47,846100.0,15000000.0,95.8,89.9,['Video Games'],1,0,0,0,0,0,0,14.946912992035967,13.648394016805288,16.52356082573315,True,False,True,True,high,MACRO,['Knowledge / Tech'],Knowledge / Tech,True,macro | high | Knowledge / Tech
heyiamlinda,98.6,92.7,Unknown,5.34%,5.4M,heyiamlinda,1.4M,Linda Ngo,"78,930,000 VND","Other Beauty & Personal Care, Family, Comedy, Cooking & Recipes, News & Entertainment, Tech & Electronics, Beauty & Personal Care",5400000.0,5.34,1400000.0,78930000.0,98.6,92.7,"['Other Beauty & Personal Care', 'Family', 'Comedy', 'Cooking & Recipes', 'News & Entertainment', 'Tech & Electronics', 'Beauty & Personal Care']",7,0,0,0,0,0,0,15.501909696719672,14.151983508870947,18.18407195435404,True,False,True,True,high,MACRO,"['Others', 'Lifestyle', 'Entertainment', 'Beauty & Fashion']",Others,True,macro | high | Others
thphuongvo,92.3,77.2,Unknown,4.23%,2.7M,thphuongvo,802.7K,Thu Phương,"18,000,000 VND","Beauty Tutorials & Tips, Lip Syncing, Cosmetics, Health, E-Commerce (Non-app), Dance, Beauty & Personal Care",2700000.0,4.23,802700.0,18000000.0,92.3,77.2,"['Beauty Tutorials & Tips', 'Lip Syncing', 'Cosmetics', 'Health', 'E-Commerce (Non-app)', 'Dance', 'Beauty & Personal Care']",7,0,0,0,0,0,0,14.80876270134486,13.595737569914332,16.705882371415992,True,False,True,True,high,MACRO,"['Beauty & Fashion', 'Entertainment', 'Others']",Beauty & Fashion,True,macro | high | Beauty & Fashion
quynhitraan,95.1,78.1,Unknown,5.82%,2M,quynhitraan,210.2K,quynhitraan,"27,000,000 VND","Skincare, Daily Life, Beauty & Personal Care, Health, E-Commerce (Non-app), Beauty Tutorials & Tips",2000000.0,5.82,210200.0,27000000.0,95.1,78.1,"['Skincare', 'Daily Life', 'Beauty & Personal Care', 'Health', 'E-Commerce (Non-app)', 'Beauty Tutorials & Tips']",6,0,0,0,0,0,0,14.508658238524095,12.255819494787602,17.11134746100564,True,False,True,True,high,MACRO,"['Others', 'Lifestyle', 'Beauty & Fashion']",Others,True,macro | high | Others
rufinoaybar,92.3,76.3,Unknown,5.39%,3.3M,rufinoaybar,354.2K,Rufino Aybar (Tây Ba Lô),"52,620,000 VND","Daily Life, Family, News & Entertainment, Comedy",3300000.0,5.39,354200.0,52620000.0,92.3,76.3,"['Daily Life', 'Family', 'News & Entertainment', 'Comedy']",4,0,0,0,0,0,0,15.009433329466965,12.777619827590577,17.7786068525806,True,False,True,True,high,MACRO,"['Lifestyle', 'Entertainment']",Lifestyle,True,macro | high | Lifestyle
tuyenxutv,94.4,94.4,Unknown,5.07%,3.9M,tuyenxutv,67.1K,Tuyền Xu TV,"10,000,000 VND","Games, Video Games, Life Services, Apps, Beauty Tutorials & Tips",3900000.0,5.07,67100.0,10000000.0,94.4,94.4,"['Games', 'Video Games', 'Life Services', 'Apps', 'Beauty Tutorials & Tips']",5,0,0,0,0,0,0,15.176487367510099,11.11395422597838,16.118095750958314,True,False,False,False,high,MACRO,"['Others', 'Knowledge / Tech', 'Beauty & Fashion']",Others,True,macro | high | Others
sammy.becool,91.6,78.3,Unknown,3.16%,2M,sammy.becool,304.5K,Sammy 🍆,"5,262,000 VND","Cooking & Recipes, E-Commerce (Non-app), News & Entertainment, Food & Beverage",2000000.0,3.16,304500.0,5262000.0,91.6,78.3,"['Cooking & Recipes', 'E-Commerce (Non-app)', 'News & Entertainment', 'Food & Beverage']",4,0,0,0,0,0,0,14.508658238524095,12.626429650198945,15.476021930624166,True,False,True,False,high,MACRO,"['Lifestyle', 'Others', 'Entertainment']",Lifestyle,True,macro | high | Lifestyle
sibichitv0209,93,95.9,Unknown,5.36%,7.5M,sibichitv0209,194.7K,Cô Tiên👑Bèo(Mẹ Kem&Kẹo),"10,000,000 VND","Video Games, Non-video Games",7500000.0,5.36,194700.0,10000000.0,93.0,95.9,"['Video Games', 'Non-video Games']",2,0,0,0,0,0,0,15.830413711839864,12.179220327453931,16.118095750958314,True,False,True,False,high,MACRO,"['Knowledge / Tech', 'Others']",Knowledge / Tech,True,macro | high | Knowledge / Tech
kimchungphan20,90.2,76.5,Unknown,4.86%,2M,kimchungphan20,846.7K,Kim Chung Phan,Thỏa thuận/Chưa đặt,"Daily Life, Love & Romantic Relationships",2000000.0,4.86,846700.0,,90.2,76.5,"['Daily Life', 'Love & Romantic Relationships']",2,0,0,0,1,0,0,14.508658238524095,13.649102900685534,,True,False,True,False,missing,MACRO,['Lifestyle'],Lifestyle,True,macro | missing | Lifestyle
kairontv.210,96.5,76.2,Unknown,7.84%,2.3M,kairontv.210,1.2M,Kairon TV,Thỏa thuận/Chưa đặt,"Music, Dance, Love & Romantic Relationships, Apps",2300000.0,7.84,1200000.0,,96.5,76.2,"['Music', 'Dance', 'Love & Romantic Relationships', 'Apps']",4,0,0,0,1,0,0,14.648420115681892,13.997832948091215,,True,False,True,False,missing,MACRO,"['Entertainment', 'Lifestyle', 'Others']",Entertainment,True,macro | missing | Entertainment
n.huyen2k4,94.5,79.7,Unknown,8.70%,2.1M,n.huyen2k4,117.3K,Huyềnn Bạchh Đâyyy🐰,Thỏa thuận/Chưa đặt,"Beauty Tutorials & Tips, Skincare, Lip Syncing, Health, Apparel & Accessories, Dance, Beauty & Personal Care",2100000.0,8.7,117300.0,,94.5,79.7,"['Beauty Tutorials & Tips', 'Skincare', 'Lip Syncing', 'Health', 'Apparel & Accessories', 'Dance', 'Beauty & Personal Care']",7,0,0,0,1,0,0,14.557448378884015,11.672498559754418,,True,False,False,False,missing,MACRO,"['Beauty & Fashion', 'Others', 'Entertainment']",Beauty & Fashion,True,macro | missing | Beauty & Fashion
hauhoang,94.5,77.5,Unknown,5.84%,6.3M,hauhoang,183.7K,Hậu Hoàng,Thỏa thuận/Chưa đặt,"Dance, Movies & TV, Lip Syncing",6300000.0,5.84,183700.0,,94.5,77.5,"['Dance', 'Movies & TV', 'Lip Syncing']",3,0,0,0,1,0,0,15.656060350091908,12.121064714846538,,True,False,True,False,missing,MACRO,['Entertainment'],Entertainment,True,macro | missing | Entertainment
lythehuong,91.6,77.4,Unknown,4.04%,2.2M,lythehuong,87.5K,Hương Lý 🌸,Thỏa thuận/Chưa đặt,"Food & Beverage, Family, Travel, Daily Life, Haircare, Beauty & Personal Care",2200000.0,4.04,87500.0,,91.6,77.4,"['Food & Beverage', 'Family', 'Travel', 'Daily Life', 'Haircare', 'Beauty & Personal Care']",6,0,0,0,1,0,0,14.603968372873895,11.37940550085183,,True,False,False,False,missing,MACRO,"['Others', 'Lifestyle', 'Beauty & Fashion']",Others,True,macro | missing | Others
haha_412,90.2,76.2,Unknown,6.29%,3.9M,haha_412,137.3K,HAHA,"13,155,000 VND","Daily Life, News & Entertainment, Movies & TV, Lip Syncing",3900000.0,6.29,137300.0,13155000.0,90.2,76.2,"['Daily Life', 'News & Entertainment', 'Movies & TV', 'Lip Syncing']",4,0,0,0,0,0,0,15.176487367510099,11.829930875050733,16.39231254847325,True,False,False,True,high,MACRO,"['Lifestyle', 'Entertainment']",Lifestyle,True,macro | high | Lifestyle
nguyenminhchien203,N/A,83.7,Unknown,4.73%,2.1M,nguyenminhchien203,458.1K,Nguyễn Minh Chiến,Thỏa thuận/Chưa đặt,"Family, Love & Romantic Relationships, Lip Syncing",2100000.0,4.73,458100.0,,,83.7,"['Family', 'Love & Romantic Relationships', 'Lip Syncing']",3,0,0,0,1,1,0,14.557448378884015,13.034844962801943,,True,False,True,False,missing,MACRO,"['Lifestyle', 'Entertainment']",Lifestyle,True,macro | missing | Lifestyle
embe1m59,93.8,91.4,Unknown,6.44%,2.1M,embe1m59,72.3K,Phương Võ,"7,000,000 VND","Skincare, Apparel & Accessories, E-Commerce (Non-app), Dance, Beauty & Personal Care",2100000.0,6.44,72300.0,7000000.0,93.8,91.4,"['Skincare', 'Apparel & Accessories', 'E-Commerce (Non-app)', 'Dance', 'Beauty & Personal Care']",5,0,0,0,0,0,0,14.557448378884015,11.18859323930985,15.76142084987672,True,False,False,False,high,MACRO,"['Others', 'Beauty & Fashion', 'Entertainment']",Others,True,macro | high | Others
kenh14official,N/A,76.3,Unknown,4.81%,8.9M,kenh14official,93.1K,Kenh14.vn,Thỏa thuận/Chưa đặt,"Social News & Events, Entertainment News",8900000.0,4.81,93100.0,,,76.3,"['Social News & Events', 'Entertainment News']",2,0,0,0,1,1,0,16.001561947061912,11.441440204346033,,True,False,False,False,missing,MACRO,['Others'],Others,True,macro | missing | Others
cindymiicute,93.9,90.5,Unknown,6.67%,12.9M,cindymiicute,52.1K,Cindy,"30,000,000 VND","Other Beauty & Personal Care, Lip Syncing, News & Entertainment, E-Commerce (Non-app), Dance, Beauty & Personal Care",12900000.0,6.67,52100.0,30000000.0,93.9,90.5,"['Other Beauty & Personal Care', 'Lip Syncing', 'News & Entertainment', 'E-Commerce (Non-app)', 'Dance', 'Beauty & Personal Care']",6,0,0,0,0,0,0,16.372737946851277,10.860939421415225,17.216707972959764,True,False,False,True,high,MACRO,"['Others', 'Entertainment', 'Beauty & Fashion']",Others,True,macro | high | Others
reencyngo,93,95.6,Unknown,4.68%,12.6M,reencyngo,186.8K,Reency Ngô,"33,000,000 VND","Beauty Tutorials & Tips, Other Beauty & Personal Care, Skits, Comedy, News & Entertainment, E-Commerce (Non-app), Beauty & Personal Care",12600000.0,4.68,186800.0,33000000.0,93.0,95.6,"['Beauty Tutorials & Tips', 'Other Beauty & Personal Care', 'Skits', 'Comedy', 'News & Entertainment', 'E-Commerce (Non-app)', 'Beauty & Personal Care']",7,0,0,0,0,0,0,16.349207451286784,12.137799158081608,17.312018149733785,True,False,True,True,high,MACRO,"['Beauty & Fashion', 'Others', 'Entertainment']",Beauty & Fashion,True,macro | high | Beauty & Fashion
chichilinh__,N/A,77.5,Unknown,4.29%,3.4M,chichilinh__,135.1K,Chi Chi Linh☕️,"20,000,000 VND","Beauty Tutorials & Tips, Skincare, Food & Beverage, Daily Life, News & Entertainment, Dance, Beauty & Personal Care",3400000.0,4.29,135100.0,20000000.0,,77.5,"['Beauty Tutorials & Tips', 'Skincare', 'Food & Beverage', 'Daily Life', 'News & Entertainment', 'Dance', 'Beauty & Personal Care']",7,0,0,0,0,1,0,15.039286283703994,11.813777925845397,16.811242881518265,True,False,False,True,high,MACRO,"['Beauty & Fashion', 'Others', 'Lifestyle', 'Entertainment']",Beauty & Fashion,True,macro | high | Beauty & Fashion
heyitsgingerandpepper,97.3,77.6,Unknown,13.03%,2M,heyitsgingerandpepper,25K,"Ginger, Pepper, & Cinnamon","105,240,000 VND","Life Services, Pet Tips & Care, News & Entertainment, Pets",2000000.0,13.03,25000.0,105240000.0,97.3,77.6,"['Life Services', 'Pet Tips & Care', 'News & Entertainment', 'Pets']",4,0,0,0,0,0,0,14.508658238524095,10.12667110305036,18.471754023638457,True,False,False,True,high,MACRO,"['Others', 'Entertainment']",Others,True,macro | high | Others
sammy_dao222,91.6,76,Unknown,6.22%,5.1M,sammy_dao222,1.4M,Sammy Đào,Thỏa thuận/Chưa đặt,"Daily Life, E-Commerce (Non-app), Dance, Lip Syncing",5100000.0,6.22,1400000.0,,91.6,76.0,"['Daily Life', 'E-Commerce (Non-app)', 'Dance', 'Lip Syncing']",4,0,0,0,1,0,0,15.444751293772967,14.151983508870947,,True,False,True,False,missing,MACRO,"['Lifestyle', 'Others', 'Entertainment']",Lifestyle,True,macro | missing | Lifestyle
