"CREATOR_ID","FOLLOWERS","FOLLOWING_COUNT","ENGAGEMENT","TOTAL_LIKES","DIGG_COUNT","VIDEO_COUNT","COLLAB_SCORE","HAS_BROADCAST_SCORE","PRICE_NUM","grp_ENTERTAINMENT","grp_LIFESTYLE","grp_FOOD","grp_BEAUTY","grp_FASHION","grp_GAMING","grp_TECH","grp_COMMERCE","grp_EDUCATION","grp_NEWS","grp_PETS_NATURE","grp_SPORTS","grp_TRAVEL","grp_FAMILY_KIDS","grp_HOME_DIY","grp_UNKNOWN","CATEGORY_GROUP_COUNT"
"tommeocon",11.1004508475512,2.39789527279837,2.94,15.1238436478847,6.80682936039218,6.50279004591562,88.2,"1",14.2209763327389,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4
"truongkysonboss",11.3952786700327,6.67203294546107,1.28,13.3756108250877,8.18032087477368,6.92461239604856,70.6,"0",13.8155115579638,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"hungdongtinh",15.039286283704,5.62762111369064,5.13,18.0711232819669,9.21044036697652,7.34018683532012,90,"0",15.4249486703984,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4
"hocgiaithuatcunghpn",10.2036291813376,2.19722457733622,8.4,12.75390788593,4.64439089914137,5.14166355650266,78.3,"1",11.9183972397228,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
"wwkeisha",0,0,16.13,15.8169906933095,9.08409664540193,5.89715386763674,78.3,"0",15.0682738121739,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
"daouttam",13.4221731115734,4.85203026391962,7.17,17.0774459106071,8.54188580400661,6.50727771238501,86.8,"0",14.782874940106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"thanhtrangg2107",10.471666571132,4.35670882668959,2.31,13.6623605439706,6.96034772910131,7.00215595440362,76.2,"0",13.8155115579638,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"phg.nammm",12.7590981940344,3.09104245335832,2.35,15.6718087045799,7.61529833982581,3.73766961828337,74,"0",15.8949522246441,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"longandaxua",15.009433329467,6.14846829591765,4.69,18.1554122793753,9.04923221158143,6.47697236288968,75.3,"1",15.8980162752593,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4
"dynoranetwork",11.8063485263635,1.09861228866811,3.74,14.2855148122098,8.00336305862995,4.0943445622221,75.3,"1",14.5086582385241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"popo020388",10.4400101623893,5.47227067367148,8.23,14.6039683728739,6.96129604591017,5.26269018890489,82.2,"1",14.2209763327389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"u_sieu.206",11.075985169527,4.86753445045558,4.08,14.3461393972616,11.0867626290829,7.11151211649616,78.8,"1",16.1180957509583,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
"mn.ba.cheo",11.0284333831561,0.693147180559945,12.64,14.8802216397842,6.78219205600679,5.12396397940326,78.8,"1",14.9141231799657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"truong.ngoclan9x",12.676079399771,4.49980967033027,2.2,15.9317661932487,9.278092474027,7.35179986905778,73.3,"0",14.7318016898383,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4
"yu.theeditor",11.9401585879958,4.34380542185368,4.4,14.1519835088709,11.0381263557685,5.35658627467201,71.8,"0",16.1180957509583,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
"vlcarvn",11.7706713889943,0,7.97,15.8823734440195,11.8558127950937,6.27287700654617,78.6,"1",13.8155115579638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"tangngoctuyet",13.3103372629812,7.59789795052178,2.52,16.6368895038973,9.4955944993533,6.18208490671663,86.2,"0",16.3004172910856,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3
"embexinhhisme",10.1385991996262,3.52636052461616,16.16,12.7708209538057,7.35946763825562,2.56494935746154,73.6,"0",12.2060776455177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"sss.muine",10.3385438248217,4.91265488573605,7.58,14.8451303322882,8.14815643992162,5.50938833662798,75.2,"0",13.1223653774023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"vanpham0719",12.7713892954853,5.24702407216049,1.13,15.9788336985673,7.98309894071089,7.29573507274928,78.6,"0",15.8949522246441,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3
"ising52hz",13.7229576733254,4.54329478227,9.14,16.9893890587427,8.67675776108758,5.92425579741453,78.6,"1",14.5086582385241,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"vu_dieuthuy_",11.788289480717,2.70805020110221,6.54,15.3841266842114,7.96970358327866,6.28226674689601,81,"1",15.607270193859,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4
"trang.02_07_08",10.6430649719739,7.39387829010776,7.02,13.5726756481633,10.370392636244,7.73280753042202,78.4,"1",14.782874940106,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"quadentruyenke",11.0170048739244,3.43398720448515,3.81,13.2312195760368,8.31409733540581,4.96284463025991,74.8,"0",13.1223653774023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dr4gonsmohinh",11.1272776899325,1.09861228866811,1.47,13.2444057735366,5.8111409929767,5.6021188208797,71.4,"0",16.1180957509583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"caiphongnhoxiu",10.4073187723892,4.84418708645859,8.09,14.6909797119848,6.87729607149743,5.66642668811243,81.3,"1",14.2209763327389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"truonghaicutephomaique",12.9022178275892,5.05624580534831,11.99,17.1405466146321,11.0054442424546,7.19518732017871,92.1,"1",15.607270193859,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
"hubertcu",11.5540770051843,3.87120101090789,3.2,14.557448378884,7.43955930913332,6.75809450442773,72.7,"0",16.1180957509583,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
"henryeditt",11.7511625338921,4.93447393313069,2.49,14.8802216397842,10.3385438248217,5.37527840768417,73.8,"0",14.2209763327389,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
"_nhi0611_",12.4240066506921,8.99069070991623,4.38,12.1858750402405,7.11232744471091,5.52942908751142,72.5,"0",15.4249486703984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"tindecor_plus",10.6919676399149,6.18620862390049,6.28,13.9108216468591,7.4759059693674,6.37672694789863,78.4,"1",16.1180957509583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
"quynhphuong_ntp",13.1791236008659,4.30406509320417,3.53,16.4255804242357,8.28551330907974,6.92165818415113,73.4,"0",16.8623161492127,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
"top_1000_bai_hat_hay",14.4573649704523,8.51899157335762,2.5,17.335971390039,10.9937483981152,7.86441990499457,71.3,"0",13.8155115579638,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5
"thienduy_shop",11.24767002508,3.68887945411394,4.27,14.2209763327389,9.89852526070631,6.88550967003482,74.3,"0",14.2209763327389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"tntruong10041992",13.1064392589593,5.4249500174814,2.55,15.009433329467,10.4400101623893,6.25382881157547,92.6,"1",17.7275335833924,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
"khanhhuyen_1311",12.5549709294806,5.73334127689775,7.38,15.3415670788506,9.04805670891874,7.02108396428914,80.9,"0",15.4249486703984,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
"tramnguyen_281",12.274670105519,8.93748122841604,1.38,12.5194261196946,8.78140190768238,5.48893772615669,70,"0",15.0682738121739,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"thaygiaorich",11.2279198077219,0,2.89,14.7318016898383,6.49677499018586,7.37650812632622,76.2,"0",14.2209763327389,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
"nguyen_tai_music_remix",11.4382126945783,3.3322045101752,1.65,14.0778755916622,10.2750855911327,7.0352685992811,74.3,"0",13.1223653774023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"khanhhuyen980",11.4595352367107,4.06044301054642,7.22,15.3415670788506,8.48735234940522,5.73009978297357,78,"1",13.9978329480912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"cuongnguyenn05",12.1399381848917,2.56494935746154,8.43,15.2018051690841,8.81626020873458,4.85981240436167,70.1,"0",12.2060776455177,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
"gialinhnguyen.6",13.5749677639101,6.12686918411419,2.64,16.4329064637911,8.73069036567864,7.35691824235602,77.4,"0",13.8155115579638,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
"hanisitinh",12.7331681933495,4.36944785246702,4.65,16.5627815363223,10.2750855911327,6.97073007814353,78.2,"0",15.4249486703984,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5
"lee.sangi",11.17185668039,0,5.99,14.6039683728739,7.41155628781116,5.26785815906333,78.4,"1",13.1223653774023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"badbie.official",14.1519835088709,5.9427993751267,2.33,17.5018869069227,8.69030580912488,7.26612877955645,76.2,"0",16.8112428815183,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,5
"moingay1trangsach",12.2293056568353,1.38629436111989,2.1,14.9786616802699,8.18367658262066,7.76387128782022,70.4,"0",13.1223653774023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"topunguyen",12.1616033828062,4.34380542185368,8.96,15.3415670788506,7.92696354486298,6.30444880242198,75.8,"0",15.607270193859,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
"xiaohhongshu_rednote",11.2265891532428,4.35670882668959,9.9,14.6039683728739,9.28739400141847,5.25749537202778,79.8,"1",14.5086582385241,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"thituxinh",10.8277662951325,2.63905732961526,2.21,12.3095358624545,4.80402104473326,4.38202663467388,79.9,"1",16.0127352464116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"maithanhsang0601",11.7117845204031,3.29583686600433,3.89,15.039286283704,9.73512807075823,6.62007320653036,74.3,"0",14.5086582385241,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"tuyet02102002",9.91842542490033,4.76217393479776,11.71,12.7739428433233,7.03085747611612,4.43081679884331,78.9,"1",14.5086582385241,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"tiemtaphoahacknao",10.5240909216204,0,2.53,14.4032977784218,5.87211778947542,4.87519732320115,78.5,"1",13.1223653774023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"trungcoca2022",12.8921977287733,0,2.28,16.1080454161149,8.33062262033287,7.36897040219479,88.4,"0",14.5086582385241,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4
"thuhuong.is.here",9.77571099759397,5.52545293913178,6.74,13.4432882345925,10.0647982524184,5.28826703069454,78.1,"1",14.5086582385241,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"nhaembesuni",11.9697235333459,4.70953020131233,2.54,13.9108216468591,7.55538194424027,6.1779441140506,69.9,"0",15.2018051690841,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
"lin_studi0",10.3859445655017,4.79579054559674,2.88,13.9108216468591,10.5453677541517,6.69456205852109,78.8,"1",11.5129354649202,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"tom.chutrue",12.1468585908959,4.61512051684126,2.36,15.3841266842114,10.1581685298485,6.95272864462487,84.5,"0",15.4249486703984,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,4
"sansbelazy",10.2435604418772,2.89037175789616,19.08,14.3461393972616,5.65948221575962,5.31811999384422,79.5,"1",11.5129354649202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"tuthanhnehe",12.2199804816535,3.29583686600433,4.13,14.4032977784218,8.81075792702617,5.36597601502185,84.9,"0",15.2018051690841,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"nghiamechoi",11.4208211409146,3.2188758248682,5.62,14.7318016898383,9.60245002503719,6.68959926917897,81.6,"0",15.4249486703984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"drawkn995",0,0,0.96,15.2741258132219,9.85224688834253,6.15697898558556,75.2,"0",14.9141231799657,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"luongnghiemhuy",11.3445186475948,5.17048399503815,4.46,14.9141231799657,9.7111762641128,6.79794041297493,79.2,"1",15.4249486703984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"trungduong.162",11.1019602590165,4.70048036579242,1.59,12.9643074152123,6.70563909486,4.04305126783455,75.4,"0",15.607270193859,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
"thayvaychuacvoikhocquaia",11.6172944892629,7.36264527041782,4.17,15.2505953213488,8.04782935745784,8.47428569040496,76.8,"0",12.6115410869661,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,5
"comnha28",11.0959088948823,0,0.82,13.9108216468591,5.96614673912369,5.85507192220243,74.7,"0",15.0682738121739,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"capcut_huutuyen77",13.7424031619903,1.38629436111989,4.52,16.2403133721781,7.29776828253138,8.36194190614495,72.4,"0",17.2167079729598,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
"zetvuhieu_2405",12.2130532244976,3.49650756146648,4.71,15.9437423828612,8.54772239645106,5.59842195899838,75.4,"1",13.1223653774023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"thanhngachiase",12.2419271223389,4.00733318523247,3.41,13.8155115579638,6.35088571671474,6.33505425149806,79.8,"1",12.6082021968488,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3
"embokuti",11.3350062038375,0.693147180559945,2.31,15.0682738121739,7.0475172213573,5.60947179518496,74.8,"1",14.9141231799657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"phuc0855",13.5896144718996,6.31535800152233,8.91,16.1763646534219,11.147656555613,8.0487882835342,72.8,"0",14.782874940106,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4
"tipikay",12.6497996739633,4.55387689160054,5.37,15.5382773342768,10.5891316552749,7.74673290775362,74.7,"0",15.1883399215196,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5
"startenglishwithlouise",12.9640731414248,4.77068462446567,5.16,13.9978329480912,7.75790620835175,6.61740297797448,75.7,"0",14.9141231799657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"yhoctamtri",11.2784807959009,0,3.08,13.0978677954022,5.31811999384422,5.41610040220442,77.3,"0",13.8155115579638,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
"hoang__nt",11.0300554172176,2.63905732961526,6.45,14.7318016898383,9.16219999664825,5.06890420222023,79.8,"1",12.2060776455177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"kenh247official",13.1005287269468,0.693147180559945,3.05,16.6249133135677,7.48605261786314,6.71780469502369,86.8,"1",14.7318016898383,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"world_war_news1",10.749377279111,0,1.48,13.3900993422671,4.44265125649032,4.80402104473326,74.2,"0",14.0897281396294,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
"junbeka",13.0317841887919,5.45958551414416,3.69,16.0455250656504,7.83873755959928,6.22059017009974,81.6,"0",15.0682738121739,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"tam_thefox",12.8659241253325,0.693147180559945,3.26,14.7318016898383,8.77524045873833,5.14749447681345,78.5,"1",17.2167079729598,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
"vulinh375",12.6958819657929,6.06145691892802,3.18,15.2971153261612,7.61283103040736,7.12528309151071,79.6,"1",15.4249486703984,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
"lqhanhthodung",12.275603372347,2.56494935746154,2.68,13.9108216468591,6.14846829591765,5.61677109766657,75.2,"0",14.7318016898383,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3
"khanhtrung.official",11.1360623908672,0,16.93,12.981723349625,6.0591231955818,5.78996017089725,80.7,"1",16.1180956509583,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
"thaonguyensport",13.4506608630399,3.2188758248682,3.73,16.9065530567771,8.2398574110186,6.58340922215876,78.7,"1",17.7275335833924,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"tracythaomyy",13.6733719435402,4.74493212836325,3.96,16.6947090714421,9.86271763999292,7.27724772663148,75.4,"0",15.7614208498767,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
"vanson20056",10.2576944533605,4.55387689160054,6.85,14.4032977784218,12.6647656754269,5.84643877505772,80.8,"1",13.8155115579638,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"zihuynxing",10.5159939299324,4.38202663467388,10.72,13.3264480567678,12.3305046389065,5.10594547390058,76.7,"0",12.899222326087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"xaynhatrongoitmt",11.3034505704837,1.38629436111989,1.3,13.3740570670899,6.34212141872115,6.59030104819669,73.9,"0",15.4249486703984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"vocanh.actor",11.6181949764873,3.76120011569356,1.65,14.2209763327389,5.49306144334055,5.13579843705026,77.9,"0",16.705882371416,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
"giahan.diary",9.88842467485908,4.02535169073515,4.02,13.6545210465455,9.59567079766397,6.20050917404269,78.2,"1",13.8155115579638,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"piciebabi",12.1221528483155,4.52178857704904,5.39,15.8696344198649,10.3828534684838,6.35957386867238,90.7,"1",14.9141231799657,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5
"kenh7.green",12.0293414335994,1.09861228866811,5.56,16.2224557563726,4.87519732320115,7.11639414409346,76.1,"0",14.2209763327389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"xaytrongoi",11.3873735797991,2.07944154167984,1.61,14.9786616802699,7.46622755621548,5.93489419561959,77.3,"0",9.7981825908907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"huongnguyenofficial",14.9141231799657,6.70073110954781,2.82,17.5143403676839,9.190545744648,7.05875815251866,75.6,"0",14.9141231799657,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4
"vietnambuildandinvest",10.9473092101881,1.09861228866811,3.54,14.5086582385241,6.5424719605068,5.36129216570943,78,"1",15.2018051690841,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"tuanhq_93",12.4423337838699,9.1248914101437,3.55,15.8696344198649,8.27817429094374,7.31521838975297,79.3,"1",11.9183972397228,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
"mngocxinh_",10.1503866922047,3.80666248977032,4.69,12.6478728972811,6.96129604591017,4.71849887129509,76.6,"1",14.5086582385241,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"embecuaban_02",11.6009454997602,4.26267987704132,10.82,13.8155115579638,8.58914169072882,6.35957386867238,74.3,"0",15.0682738121739,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3
"thaygiaomoidaden",13.5324856241878,1.94591014905531,1.44,16.8011925461698,6.90875477931522,6.89669433162271,74.7,"0",16.1180957509583,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
"kiem_birthday",10.8056996438007,5.73009978297357,2.63,14.6484201156819,9.7291936874294,5.93753620508243,76.9,"1",12.1547846142867,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"quangdenmukbang",13.1007331210111,5.55295958492162,2.36,16.5101378063019,10.3672530148147,6.56385552653213,77.7,"1",15.2018051690841,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
"themchutbinhyen",12.1404722274462,2.77258872223978,8.27,15.3630732794462,5.66642668811243,7.04141166379481,75.4,"0",13.1223653774023,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"trang_xinh86",13.4579795334074,4.99721227376411,0.82,16.9156028918876,8.75935474856621,8.91543225443266,75.4,"0",14.0897281396294,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3
"diikhenn",9.60918360377546,4.89783979995091,10.94,14.6909797119848,8.37286082052632,3.93182563272433,77.6,"1",13.8155115579638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"tramanh19092",13.6184014015746,1.09861228866811,7.52,16.7756157056886,9.95232533461943,7.01660968389422,77.4,"1",15.4249486703984,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"duyenxinh123",12.2486578846207,2.484906649788,1.5,13.7061431364817,7.83320394864106,5.01727983681492,70.7,"0",15.2018051690841,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"binhtainang",10.9349089166639,5.49306144334055,1.66,14.2855148122098,9.66147968357552,5.59471137960184,75.6,"0",14.2209763327389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"onhadep.net",12.6283981483133,5.38449506278909,1.82,14.946912992036,10.1425438223104,6.78105762593618,76.7,"1",16.1180957509583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"dienvien_kimdao",12.1095672517421,7.1693500166706,2.34,15.039286283704,9.52522410185311,8.00969535774292,76.7,"0",15.4249486703984,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"mongbinh68",12.2130532244976,5.34710753071747,2.32,14.9786616802699,10.4133427055477,6.43454651878745,74.8,"0",14.8922183519598,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3
"xuannhichan",13.9108216468591,5.76519110278484,3.73,17.1512801698912,8.98130449495713,7.29437729928882,76.4,"0",16.3804599923489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"hangmi9x",12.6323235575886,4.68213122712422,0.85,14.1519835088709,8.69517199877606,6.29894924685594,84.7,"0",14.5086582385241,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
"fyp3366",11.6910800185195,4.93447393313069,1.84,13.7465901838493,8.22040309993373,4.0943445622221,75.2,"0",4.61512051684126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"sonxemqueboibai.revew",10.254179634797,4.24849524204936,2.12,11.8656998114601,9.90353755128617,6.52502965784346,72,"0",6.21660610108486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"cthoj01",11.6027753096961,4.89783979995091,5.01,13.8155115579638,8.66302363962778,6.07073772800249,72.9,"0",14.5086582385241,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
"tra_my012",11.8981946684588,2.30258509299405,3.76,15.2505953213488,6.83195356556585,7.28207365809346,78.8,"0",13.8155115579638,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3
"cuoi1987",13.1427560266817,4.72738781871234,2.27,16.0237850813772,9.85224688834253,6.34388043412633,70.9,"0",14.0897281396294,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3
"catbaby0",15.1505118878545,6.35610766069589,6.42,18.9905297138239,10.751520856704,7.32514895795557,92.9,"1",16.8112428815183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"nguyen_quyen_19888",10.9647613555489,7.89133075766189,9.55,11.9659164463052,9.97585472466203,6.00635315960173,74.2,"0",13.124361380067,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"dungtqd",11.9290073484747,3.93182563272433,1.58,15.2971153261612,7.65681009148038,6.15909538849193,72.4,"0",13.1223653774023,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"longmifake",10.6262178068877,4.7361984483945,7.52,14.8802216397842,9.32375833901174,5.2040066870768,79.9,"1",13.8155115579638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ben.vi6",12.2428914379184,7.51534457118044,7.48,14.2855148122098,9.98049488889691,4.58496747867057,83.2,"1",13.8155115579638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"papahanyy",11.857231224988,3.13549421592915,1.37,13.9978329480912,7.14519613499717,6.93147180559945,78.6,"1",14.5086582385241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
"toro_pan",12.6921987316818,3.3322045101752,3.59,15.4047459671625,7.2591161280971,4.94875989037817,77.5,"1",14.9141231799657,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"kinhdichne_09",9.90353755128617,4.33073334028633,10.07,13.8155115579638,7.75619534394812,5.27811465923052,79.9,"1",12.6115410869661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"damthinhuquynh",12.2491369242512,2.19722457733622,6.35,14.6484201156819,7.96797317966293,4.89034912822175,69.2,"0",17.0854596910248,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"cogiaothuhoai",12.5503748619807,6.11146733950268,4.96,15.8436589368355,7.59337419312129,6.39526159811545,72.1,"0",14.3461393972616,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"linhthitga",12.7396406888127,5.18738580584075,5.44,16.6777114960366,9.31479047333265,6.72262979485545,78.9,"1",15.607270193859,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"lehai170386",10.7955060834346,5.91889385427315,5.5,14.2855148122098,7.90137735379262,5.98896141688986,75.1,"0",12.1281165094513,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"thouthou_vanila",14.4573649704523,4.61512051684126,3.39,17.5241926638842,8.6031873845831,6.3750248198281,85.9,"0",15.4249486703984,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4
"nguyensang.review",13.728427542045,2.484906649788,1.88,16.8211932118764,7.77946696745832,7.16162200293919,76.7,"1",15.7614208498767,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3
"tieuthu99_",12.0459097619047,5.14749447681345,1.69,14.9786616802699,8.0323601479245,5.73657229747919,78.4,"0",15.4249486703984,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
"milopoor",13.3262849648047,0.693147180559945,4.66,15.5904630783675,4.00733318523247,4.45434729625351,78.6,"1",14.5086582385241,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"hoziihairsalon",12.7567947156288,4.17438726989564,2.58,16.5101378063019,6.76619171466035,6.45676965557216,75.4,"1",15.4249486703984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"huyenanhh168",11.8145178390134,5.01727983681492,3.39,13.462117366039,7.88419993367604,5.91620206260743,86.1,"0",13.8155115579638,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"uyphuctap",12.503956254904,5.37527840768417,1.85,14.946912992036,9.39274525863144,5.89164421182577,74.2,"0",13.8155115579638,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"nguyenvananh2510",10.6643167457829,4.49980967033027,1.97,13.8125070519525,7.72046169459972,4.48863636973214,72.2,"0",12.2060776455177,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
